Date,Open,High,Low,Close,Adj Close,Volume
2020-09-08,50.06999969482422,50.25,48.0,48.25,47.22773361206055,1394900
2020-09-09,48.61000061035156,49.20000076293945,47.95000076293945,48.77000045776367,47.73671340942383,880700
2020-09-10,48.52000045776367,49.060001373291016,48.27000045776367,48.310001373291016,47.28646469116211,609100
2020-09-11,48.560001373291016,49.130001068115234,48.18000030517578,48.619998931884766,47.58989334106445,543900
2020-09-14,49.02000045776367,50.529998779296875,49.0,50.13999938964844,49.07769012451172,743300
2020-09-15,50.4900016784668,51.099998474121094,49.83000183105469,49.91999816894531,48.86235046386719,584900
2020-09-16,49.91999816894531,50.34000015258789,49.310001373291016,49.84000015258789,48.7840461730957,738500
2020-09-17,46.91999816894531,49.0,46.58000183105469,48.380001068115234,47.354984283447266,1241800
2020-09-18,48.040000915527344,48.529998779296875,46.59000015258789,47.06999969482422,46.07273483276367,1853500
2020-09-21,46.33000183105469,46.33000183105469,45.119998931884766,45.91999816894531,44.94709777832031,809100
2020-09-22,45.65999984741211,46.97999954223633,45.459999084472656,46.54999923706055,45.563751220703125,1072400
2020-09-23,46.16999816894531,46.439998626708984,45.34000015258789,45.369998931884766,44.408748626708984,769000
2020-09-24,45.0,45.619998931884766,44.33000183105469,44.9900016784668,44.03680419921875,681300
2020-09-25,44.66999816894531,45.369998931884766,44.380001068115234,45.2400016784668,44.2815055847168,567400
2020-09-28,45.790000915527344,46.0,45.470001220703125,45.630001068115234,44.66324234008789,456400
2020-09-29,45.31999969482422,46.11000061035156,45.27000045776367,45.66999816894531,44.702392578125,605000
2020-09-30,45.59000015258789,46.459999084472656,45.560001373291016,45.90999984741211,44.937313079833984,749100
2020-10-01,45.9900016784668,46.11000061035156,45.02000045776367,45.279998779296875,44.32065963745117,743900
2020-10-02,44.779998779296875,45.43000030517578,44.439998626708984,44.849998474121094,43.89977264404297,631900
2020-10-05,45.16999816894531,45.810001373291016,44.849998474121094,45.29999923706055,44.34023666381836,1344200
2020-10-06,45.560001373291016,45.63999938964844,44.279998779296875,44.400001525878906,43.45930099487305,1266400
2020-10-07,44.619998931884766,45.459999084472656,44.59000015258789,45.119998931884766,44.1640510559082,610300
2020-10-08,45.4900016784668,45.959999084472656,45.29999923706055,45.79999923706055,44.82964324951172,530300
2020-10-09,45.689998626708984,46.2400016784668,45.16999816894531,45.86000061035156,44.888370513916016,778200
2020-10-12,46.040000915527344,46.77000045776367,45.86000061035156,46.369998931884766,45.38756561279297,521500
2020-10-13,45.959999084472656,46.75,45.869998931884766,45.90999984741211,44.937313079833984,667500
2020-10-14,46.040000915527344,46.38999938964844,45.849998474121094,46.119998931884766,45.142860412597656,450000
2020-10-15,45.5099983215332,46.790000915527344,45.5099983215332,46.70000076293945,45.7105712890625,579300
2020-10-16,46.900001525878906,47.7400016784668,46.720001220703125,47.380001068115234,46.37616729736328,727800
2020-10-19,47.099998474121094,47.22999954223633,45.599998474121094,45.65999984741211,44.692604064941406,752900
2020-10-20,46.09000015258789,46.27000045776367,45.47999954223633,46.15999984741211,45.18201446533203,671900
2020-10-21,45.939998626708984,46.369998931884766,44.810001373291016,44.849998474121094,43.89977264404297,785500
2020-10-22,45.06999969482422,45.59000015258789,44.7400016784668,45.47999954223633,44.516422271728516,981200
2020-10-23,45.70000076293945,45.849998474121094,45.27000045776367,45.619998931884766,44.65345764160156,431800
2020-10-26,45.79999923706055,45.90999984741211,44.380001068115234,44.779998779296875,43.83124923706055,628400
2020-10-27,44.900001525878906,45.09000015258789,44.02000045776367,44.029998779296875,43.09714126586914,563200
2020-10-28,43.22999954223633,43.52000045776367,42.36000061035156,42.58000183105469,41.67786407470703,815400
2020-10-29,42.540000915527344,42.86000061035156,41.61000061035156,42.529998779296875,41.62892150878906,850900
2020-10-30,42.290000915527344,43.869998931884766,41.880001068115234,43.869998931884766,42.940528869628906,1094400
2020-11-02,44.58000183105469,45.68000030517578,44.209999084472656,45.61000061035156,44.64366912841797,1001600
2020-11-03,46.27000045776367,46.650001525878906,45.0,45.36000061035156,44.398963928222656,855900
2020-11-04,43.790000915527344,45.119998931884766,41.189998626708984,41.290000915527344,40.415199279785156,2726400
2020-11-05,44.0,45.540000915527344,43.66999816894531,45.209999084472656,44.252140045166016,3173100
2020-11-06,45.11000061035156,45.36000061035156,44.2400016784668,44.70000076293945,43.75294876098633,1384300
