Date,Open,High,Low,Close,Adj Close,Volume
2020-09-08,80.76000213623047,81.30999755859375,78.38999938964844,78.94999694824219,78.1952896118164,1208500
2020-09-09,79.33999633789062,82.30999755859375,79.30999755859375,81.13999938964844,80.3643569946289,910600
2020-09-10,81.04000091552734,81.58000183105469,79.3499984741211,79.56999969482422,78.80937194824219,640700
2020-09-11,78.95999908447266,80.27999877929688,78.6500015258789,79.3499984741211,78.59147644042969,604100
2020-09-14,79.58999633789062,80.11000061035156,79.19000244140625,79.48999786376953,78.73013305664062,575800
2020-09-15,80.05000305175781,80.3499984741211,78.7699966430664,78.95999908447266,78.2052001953125,974000
2020-09-16,79.26000213623047,79.45999908447266,77.66999816894531,77.94000244140625,77.19495391845703,745300
2020-09-17,77.22000122070312,77.52999877929688,76.5999984741211,77.30000305175781,76.56106567382812,1016600
2020-09-18,77.0,77.3499984741211,75.38999938964844,76.36000061035156,75.63005828857422,1398000
2020-09-21,75.79000091552734,75.94000244140625,74.02999877929688,75.83999633789062,75.11502075195312,677100
2020-09-22,75.62999725341797,77.05000305175781,75.5999984741211,76.1500015258789,75.42206573486328,739300
2020-09-23,76.19999694824219,76.88999938964844,75.26000213623047,75.33999633789062,74.61979675292969,815800
2020-09-24,75.58999633789062,75.73999786376953,74.33000183105469,74.79000091552734,74.07506561279297,643700
2020-09-25,74.08999633789062,74.69999694824219,73.66000366210938,74.5,73.78783416748047,1345000
2020-09-28,75.37000274658203,76.33000183105469,75.16999816894531,75.62999725341797,74.90702819824219,1115700
2020-09-29,75.5999984741211,76.30999755859375,75.11000061035156,75.2300033569336,74.51085662841797,830700
2020-09-30,75.8499984741211,76.01000213623047,74.77999877929688,75.31999969482422,74.59999084472656,1099700
2020-10-01,75.91999816894531,76.7300033569336,74.91999816894531,75.4800033569336,74.75847625732422,881100
2020-10-02,74.87000274658203,76.18000030517578,74.87000274658203,75.62999725341797,74.90702819824219,1115700
2020-10-05,75.91999816894531,76.55000305175781,75.26000213623047,76.4000015258789,75.669677734375,525800
2020-10-06,76.45999908447266,77.12999725341797,76.06999969482422,76.16000366210938,75.43197631835938,834100
2020-10-07,76.66000366210938,77.7300033569336,76.1500015258789,77.1500015258789,76.41251373291016,654600
2020-10-08,77.43000030517578,78.0999984741211,76.91000366210938,78.0,77.25437927246094,588800
2020-10-09,78.16999816894531,78.66000366210938,78.04000091552734,78.41999816894531,77.67036437988281,708900
2020-10-12,78.27999877929688,79.31999969482422,78.13999938964844,78.9800033569336,78.22501373291016,988600
2020-10-13,78.08000183105469,78.72000122070312,77.7300033569336,78.08999633789062,77.34351348876953,660700
2020-10-14,77.66999816894531,78.52999877929688,77.18000030517578,77.48999786376953,76.74925231933594,602300
2020-10-15,76.66000366210938,76.94999694824219,76.01000213623047,76.26000213623047,75.53101348876953,761600
2020-10-16,76.51000213623047,77.25,75.70999908447266,75.94999694824219,75.2239761352539,831600
2020-10-19,75.95999908447266,76.5,74.22000122070312,74.33999633789062,73.62936401367188,841200
2020-10-20,74.9000015258789,75.5,74.23999786376953,74.47000122070312,73.75811767578125,631300
2020-10-21,74.27999877929688,75.18000030517578,74.27999877929688,74.73999786376953,74.0255355834961,713400
2020-10-22,75.05999755859375,75.58999633789062,74.69000244140625,75.18000030517578,74.4613265991211,709000
2020-10-23,75.7300033569336,76.05999755859375,74.16999816894531,74.4000015258789,73.68879699707031,624700
2020-10-26,73.7699966430664,73.9000015258789,72.19999694824219,72.76000213623047,72.06446838378906,694400
2020-10-27,73.0199966430664,73.23999786376953,72.11000061035156,72.29000091552734,71.59896087646484,616500
2020-10-28,71.51000213623047,71.7699966430664,69.58999633789062,69.62999725341797,68.96438598632812,853900
2020-10-29,69.37000274658203,70.12999725341797,68.72000122070312,69.62000274658203,68.95449829101562,779700
2020-10-30,69.27999877929688,70.43000030517578,68.9000015258789,69.70999908447266,69.04361724853516,1199800
2020-11-02,70.5199966430664,71.95999908447266,70.23999786376953,70.86000061035156,70.18263244628906,847200
2020-11-03,71.94999694824219,73.43000030517578,71.91999816894531,72.94000244140625,72.24275207519531,633900
2020-11-04,73.5199966430664,76.0,73.5,73.80999755859375,73.10443115234375,864600
2020-11-05,75.05999755859375,75.44000244140625,73.55999755859375,75.11000061035156,74.39199829101562,725400
2020-11-06,75.2300033569336,76.08000183105469,75.19000244140625,75.2699966430664,74.55047607421875,772400
2020-11-09,78.76000213623047,80.31999969482422,76.22000122070312,76.9800033569336,76.24413299560547,1068300
2020-11-10,76.9000015258789,79.16000366210938,76.9000015258789,78.6500015258789,77.8981704711914,760300
2020-11-11,79.04000091552734,79.45999908447266,77.80999755859375,78.5199966430664,77.7694091796875,498900
2020-11-12,78.31999969482422,79.23999786376953,77.44000244140625,77.83000183105469,77.08600616455078,344600
2020-11-13,78.58999633789062,79.63999938964844,78.12999725341797,79.58000183105469,78.81927490234375,448700
2020-11-16,80.25,81.27999877929688,79.1500015258789,81.19999694824219,80.42378234863281,581100
2020-11-17,80.70999908447266,81.80000305175781,79.87000274658203,81.2300033569336,80.45350646972656,437200
2020-11-18,81.13999938964844,81.44999694824219,79.1500015258789,79.19000244140625,78.4330062866211,657600
2020-11-19,79.51000213623047,80.83000183105469,78.69000244140625,80.13999938964844,79.37393188476562,961300
2020-11-20,80.16000366210938,80.87000274658203,79.26000213623047,79.76000213623047,78.99755859375,719000
2020-11-23,80.19999694824219,80.51000213623047,79.51000213623047,80.0999984741211,79.33429718017578,619500
2020-11-24,80.83999633789062,82.13999938964844,80.66999816894531,81.81999969482422,81.03785705566406,710100
2020-11-25,81.7300033569336,82.23999786376953,81.13999938964844,81.1500015258789,80.374267578125,595400
2020-11-27,81.16000366210938,81.37999725341797,80.48999786376953,81.0999984741211,80.32473754882812,308600
2020-11-30,81.5199966430664,81.8499984741211,80.45999908447266,80.66000366210938,79.88895416259766,2848300
2020-12-01,80.69999694824219,81.68000030517578,80.0,81.5999984741211,80.81996154785156,857300
2020-12-02,81.54000091552734,81.98999786376953,79.22000122070312,79.87999725341797,79.11640167236328,964200
2020-12-03,79.2300033569336,79.79000091552734,78.19000244140625,78.5999984741211,78.02445220947266,1028400
2020-12-04,78.66999816894531,79.83999633789062,78.66999816894531,79.79000091552734,79.20574951171875,1225600
2020-12-07,80.0199966430664,80.91999816894531,79.80000305175781,80.38999938964844,79.80135345458984,1601800
2020-12-08,78.66000366210938,80.52999877929688,77.1500015258789,78.95999908447266,78.38182067871094,1823300
2020-12-09,78.95999908447266,79.52999877929688,76.56999969482422,76.75,76.18800354003906,1108100
2020-12-10,76.91000366210938,77.41999816894531,75.91999816894531,76.1500015258789,75.59239959716797,985300
2020-12-11,75.9000015258789,76.55000305175781,75.5199966430664,76.37000274658203,75.810791015625,761200
2020-12-14,76.41999816894531,76.76000213623047,75.4800033569336,75.52999877929688,74.97693634033203,673200
2020-12-15,75.9800033569336,77.37999725341797,75.5199966430664,76.56999969482422,76.00932312011719,837400
2020-12-16,76.55000305175781,77.83000183105469,76.26000213623047,77.79000091552734,77.22038269042969,1140700
2020-12-17,77.83000183105469,79.30000305175781,77.81999969482422,78.91000366210938,78.33219146728516,1344000
2020-12-18,78.61000061035156,79.5999984741211,77.62999725341797,79.41999816894531,78.83845520019531,2231700
2020-12-21,78.13999938964844,78.86000061035156,77.04000091552734,78.72000122070312,78.1435775756836,967900
2020-12-22,78.62999725341797,78.86000061035156,77.12999725341797,77.76000213623047,77.19061279296875,1314200
2020-12-23,77.94000244140625,78.52999877929688,77.26000213623047,77.58000183105469,77.01193237304688,587900
2020-12-24,77.41999816894531,78.08999633789062,76.72000122070312,78.02999877929688,77.45862579345703,235800
2020-12-28,78.73999786376953,78.95999908447266,77.56999969482422,78.3499984741211,77.77628326416016,631300
2020-12-29,79.01000213623047,79.18000030517578,78.22000122070312,78.94000244140625,78.36197662353516,520700
2020-12-30,79.33000183105469,79.77999877929688,78.52999877929688,78.68000030517578,78.10387420654297,446000
2020-12-31,78.51000213623047,79.62000274658203,77.72000122070312,79.43000030517578,78.84838104248047,594000
2021-01-04,79.81999969482422,79.81999969482422,77.33000183105469,78.02999877929688,77.45862579345703,970400
2021-01-05,77.7300033569336,78.16000366210938,76.47000122070312,77.9000015258789,77.32958984375,896800
2021-01-06,77.41999816894531,77.98999786376953,76.95999908447266,77.55000305175781,76.98214721679688,1016100
2021-01-07,78.13999938964844,78.62999725341797,76.72000122070312,77.55999755859375,76.9920654296875,970600
2021-01-08,78.16999816894531,78.56999969482422,77.52999877929688,78.43000030517578,77.85570526123047,773400
2021-01-11,78.43000030517578,78.80999755859375,76.95999908447266,77.23999786376953,76.6744155883789,696200
2021-01-12,77.05000305175781,77.11000061035156,75.33999633789062,76.05999755859375,75.5030517578125,604000
2021-01-13,75.7699966430664,75.93000030517578,74.91999816894531,75.63999938964844,75.08612823486328,884700
2021-01-14,76.33999633789062,76.48999786376953,73.33999633789062,73.45999908447266,72.9220962524414,943400
2021-01-15,72.98999786376953,74.08000183105469,72.2699966430664,73.9000015258789,73.35887908935547,970800
2021-01-19,74.2300033569336,74.69000244140625,73.54000091552734,74.2300033569336,73.68646240234375,839500
2021-01-20,73.98999786376953,74.02999877929688,72.41000366210938,73.33999633789062,72.80297088623047,1171500
2021-01-21,73.18000030517578,73.44000244140625,72.38999938964844,73.19000244140625,72.6540756225586,708200
2021-01-22,72.91000366210938,73.58999633789062,72.01000213623047,72.83999633789062,72.30663299560547,896300
2021-01-25,72.69999694824219,73.13999938964844,71.70999908447266,71.97000122070312,71.44300842285156,861000
2021-01-26,71.91000366210938,73.36000061035156,71.76000213623047,73.19000244140625,72.6540756225586,851100
2021-01-27,72.5199966430664,74.05000305175781,72.13999938964844,73.3499984741211,72.81289672851562,1738000
2021-01-28,74.0,75.1500015258789,73.41000366210938,74.12999725341797,73.58718872070312,1049000
2021-01-29,73.44000244140625,73.62999725341797,71.56999969482422,71.66999816894531,71.14520263671875,1269000
2021-02-01,72.11000061035156,72.56999969482422,71.43000030517578,72.16000366210938,71.6316146850586,760200
2021-02-02,72.80000305175781,73.98999786376953,72.58999633789062,72.95999908447266,72.4257583618164,788400
2021-02-03,72.88999938964844,73.8499984741211,72.5,73.02999877929688,72.4952392578125,730200
